Tweets;Text_tokens;Text_tokens_fdist;Text_tokens_WSW;Text_tokens_stemmed
ada cognitive distortion namanya rationalization met ulang tahun kakakkk;['ada', 'cognitive', 'distortion', 'namanya', 'rationalization', 'met', 'ulang', 'tahun', 'kakakkk'];<FreqDist with 9 samples and 9 outcomes>;['cognitive', 'distortion', 'namanya', 'rationalization', 'met', 'ulang', 'kakakkk'];['cognitive', 'distortion', 'nama', 'rationalization', 'met', 'ulang', 'kakakkk']
dan ngetawain diri yang ga tau apa apa ini;['dan', 'ngetawain', 'diri', 'yang', 'ga', 'tau', 'apa', 'apa', 'ini'];<FreqDist with 8 samples and 9 outcomes>;['ngetawain'];['ngetawain']
lagi banyak bahas generasi  yang katanya strawberry generation pertanyaannya benarkah demikian yuk bahas sediki;['lagi', 'banyak', 'bahas', 'generasi', 'yang', 'katanya', 'strawberry', 'generation', 'pertanyaannya', 'benarkah', 'demikian', 'yuk', 'bahas', 'sediki'];<FreqDist with 13 samples and 14 outcomes>;['bahas', 'generasi', 'strawberry', 'generation', 'pertanyaannya', 'yuk', 'bahas', 'sediki'];['bahas', 'generasi', 'strawberry', 'generation', 'tanya', 'yuk', 'bahas', 'dik']
kerendahan hati adalah kesadaran bahwa banyak hal yang saya tidak ketahui dan bahwa apa yang saya ketahui saat ini;['kerendahan', 'hati', 'adalah', 'kesadaran', 'bahwa', 'banyak', 'hal', 'yang', 'saya', 'tidak', 'ketahui', 'dan', 'bahwa', 'apa', 'yang', 'saya', 'ketahui', 'saat', 'ini'];<FreqDist with 15 samples and 19 outcomes>;['kerendahan', 'hati', 'kesadaran', 'ketahui', 'ketahui'];['rendah', 'hati', 'sadar', 'tahu', 'tahu']
tentu boleh saja jika kesepakatan bersama ya;['tentu', 'boleh', 'saja', 'jika', 'kesepakatan', 'bersama', 'ya'];<FreqDist with 7 samples and 7 outcomes>;['kesepakatan'];['sepakat']
tentu tidak mudah ya menemukan hal tersebut;['tentu', 'tidak', 'mudah', 'ya', 'menemukan', 'hal', 'tersebut'];<FreqDist with 7 samples and 7 outcomes>;['mudah', 'menemukan'];['mudah', 'temu']
kenapa tai kucing;['kenapa', 'tai', 'kucing'];<FreqDist with 3 samples and 3 outcomes>;['tai', 'kucing'];['tai', 'kucing']
banyak;['banyak'];<FreqDist with 1 samples and 1 outcomes>;[];[]
saya juga sama bu terutama password minimal untuk memudahkan ketika salah satu lagi ga bisa menjangk;['saya', 'juga', 'sama', 'bu', 'terutama', 'password', 'minimal', 'untuk', 'memudahkan', 'ketika', 'salah', 'satu', 'lagi', 'ga', 'bisa', 'menjangk'];<FreqDist with 16 samples and 16 outcomes>;['bu', 'password', 'minimal', 'memudahkan', 'salah', 'menjangk'];['bu', 'password', 'minimal', 'mudah', 'salah', 'menjangk']
dan ini bukan tanda cinta lebih mungkin ini activating strategy dari anxious attachment tapi saya lagi malas meng;['dan', 'ini', 'bukan', 'tanda', 'cinta', 'lebih', 'mungkin', 'ini', 'activating', 'strategy', 'dari', 'anxious', 'attachment', 'tapi', 'saya', 'lagi', 'malas', 'meng'];<FreqDist with 17 samples and 18 outcomes>;['tanda', 'cinta', 'activating', 'strategy', 'anxious', 'attachment', 'malas', 'meng'];['tanda', 'cinta', 'activating', 'strategy', 'anxious', 'attachment', 'malas', 'meng']
posesif mengecek pasangan sampai terus minta live location curiga stalking media sosial pasangan baca semua pes;['posesif', 'mengecek', 'pasangan', 'sampai', 'terus', 'minta', 'live', 'location', 'curiga', 'stalking', 'media', 'sosial', 'pasangan', 'baca', 'semua', 'pes'];<FreqDist with 15 samples and 16 outcomes>;['posesif', 'mengecek', 'pasangan', 'live', 'location', 'curiga', 'stalking', 'media', 'sosial', 'pasangan', 'baca', 'pes'];['posesif', 'ecek', 'pasang', 'live', 'location', 'curiga', 'stalking', 'media', 'sosial', 'pasang', 'baca', 'pes']
rt mastin kalau kata anak bukan investasi orang tua bukan dana darurat dan teman bukan paylater hmm its true so liv;['rt', 'mastin', 'kalau', 'kata', 'anak', 'bukan', 'investasi', 'orang', 'tua', 'bukan', 'dana', 'darurat', 'dan', 'teman', 'bukan', 'paylater', 'hmm', 'its', 'true', 'so', 'liv'];<FreqDist with 19 samples and 21 outcomes>;['mastin', 'anak', 'investasi', 'orang', 'tua', 'dana', 'darurat', 'teman', 'paylater', 'hmm', 'its', 'true', 'so', 'liv'];['mastin', 'anak', 'investasi', 'orang', 'tua', 'dana', 'darurat', 'teman', 'paylater', 'hmm', 'its', 'true', 'so', 'liv']
lho iya sama sama tahun kan;['lho', 'iya', 'sama', 'sama', 'tahun', 'kan'];<FreqDist with 5 samples and 6 outcomes>;['lho', 'iya'];['lho', 'iya']
rt tidak benar tidak semua postingan kami adalah promosi banyak postingan kami tujuannya untuk menghibur dan edukasi untuk ;['rt', 'tidak', 'benar', 'tidak', 'semua', 'postingan', 'kami', 'adalah', 'promosi', 'banyak', 'postingan', 'kami', 'tujuannya', 'untuk', 'menghibur', 'dan', 'edukasi', 'untuk'];<FreqDist with 14 samples and 18 outcomes>;['postingan', 'promosi', 'postingan', 'tujuannya', 'menghibur', 'edukasi'];['postingan', 'promosi', 'postingan', 'tuju', 'hibur', 'edukasi']
aku ga pernah nonton pas kecil kok;['aku', 'ga', 'pernah', 'nonton', 'pas', 'kecil', 'kok'];<FreqDist with 7 samples and 7 outcomes>;['nonton', 'pas'];['nonton', 'pas']
jadi aku ga boleh bahagia kak;['jadi', 'aku', 'ga', 'boleh', 'bahagia', 'kak'];<FreqDist with 6 samples and 6 outcomes>;['bahagia', 'kak'];['bahagia', 'kak']
nggak semua menunda itu sama ada yang karna kurangnya stimulus ada yang karna kebanyakan stimulus yang satu perl;['nggak', 'semua', 'menunda', 'itu', 'sama', 'ada', 'yang', 'karna', 'kurangnya', 'stimulus', 'ada', 'yang', 'karna', 'kebanyakan', 'stimulus', 'yang', 'satu', 'perl'];<FreqDist with 13 samples and 18 outcomes>;['nggak', 'menunda', 'karna', 'kurangnya', 'stimulus', 'karna', 'kebanyakan', 'stimulus', 'perl'];['nggak', 'tunda', 'karna', 'kurang', 'stimulus', 'karna', 'banyak', 'stimulus', 'perl']
ada yang menunda karna tidak ada hal yang bisa dikerjakan ada yang menunda karna terlalu banyak hal yang perlu dik;['ada', 'yang', 'menunda', 'karna', 'tidak', 'ada', 'hal', 'yang', 'bisa', 'dikerjakan', 'ada', 'yang', 'menunda', 'karna', 'terlalu', 'banyak', 'hal', 'yang', 'perlu', 'dik'];<FreqDist with 12 samples and 20 outcomes>;['menunda', 'karna', 'menunda', 'karna', 'dik'];['tunda', 'karna', 'tunda', 'karna', 'dik']
trigger warning buat perempuan menolak dengan asertif bisa jadi berujung kematian jangan hanya bebankan komunika;['trigger', 'warning', 'buat', 'perempuan', 'menolak', 'dengan', 'asertif', 'bisa', 'jadi', 'berujung', 'kematian', 'jangan', 'hanya', 'bebankan', 'komunika'];<FreqDist with 15 samples and 15 outcomes>;['trigger', 'warning', 'perempuan', 'menolak', 'asertif', 'berujung', 'kematian', 'bebankan', 'komunika'];['trigger', 'warning', 'perempuan', 'tolak', 'asertif', 'ujung', 'mati', 'beban', 'komunika']
halo saya sudah melaporkan beberapa toko yang menjual buku merawat luka batin bajakan sejak;['halo', 'saya', 'sudah', 'melaporkan', 'beberapa', 'toko', 'yang', 'menjual', 'buku', 'merawat', 'luka', 'batin', 'bajakan', 'sejak'];<FreqDist with 14 samples and 14 outcomes>;['halo', 'melaporkan', 'toko', 'menjual', 'buku', 'merawat', 'luka', 'batin', 'bajakan'];['halo', 'lapor', 'toko', 'jual', 'buku', 'rawat', 'luka', 'batin', 'baja']
nayna ini yang jug di pikiran saya mendengarkan itu tentang dia bukan saya;['nayna', 'ini', 'yang', 'jug', 'di', 'pikiran', 'saya', 'mendengarkan', 'itu', 'tentang', 'dia', 'bukan', 'saya'];<FreqDist with 12 samples and 13 outcomes>;['nayna', 'jug', 'pikiran', 'mendengarkan'];['nayna', 'jug', 'pikir', 'dengar']
yes yang dipikir memahami bisa saja bentuk menghakimi;['yes', 'yang', 'dipikir', 'memahami', 'bisa', 'saja', 'bentuk', 'menghakimi'];<FreqDist with 8 samples and 8 outcomes>;['yes', 'dipikir', 'memahami', 'bentuk', 'menghakimi'];['yes', 'pikir', 'paham', 'bentuk', 'hakim']
shaaa good kalo udah ngerasa ngerti biasanya menutup ruang untuk memahami;['shaaa', 'good', 'kalo', 'udah', 'ngerasa', 'ngerti', 'biasanya', 'menutup', 'ruang', 'untuk', 'memahami'];<FreqDist with 11 samples and 11 outcomes>;['shaaa', 'good', 'udah', 'ngerasa', 'ngerti', 'menutup', 'ruang', 'memahami'];['shaaa', 'good', 'udah', 'ngerasa', 'ngerti', 'tutup', 'ruang', 'paham']
boleh dikenalin sama mbah dukun;['boleh', 'dikenalin', 'sama', 'mbah', 'dukun'];<FreqDist with 5 samples and 5 outcomes>;['dikenalin', 'mbah', 'dukun'];['dikenalin', 'mbah', 'dukun']
astaga pak rame itu sasaran kalo tengah malem galau mikirin skripsi sampe tesis;['astaga', 'pak', 'rame', 'itu', 'sasaran', 'kalo', 'tengah', 'malem', 'galau', 'mikirin', 'skripsi', 'sampe', 'tesis'];<FreqDist with 13 samples and 13 outcomes>;['astaga', 'rame', 'sasaran', 'malem', 'galau', 'mikirin', 'skripsi', 'sampe', 'tesis'];['astaga', 'rame', 'sasar', 'malem', 'galau', 'mikirin', 'skripsi', 'sampe', 'tesis']
seseorang nebak nebak respon orang lain dan tepat wah aku bisa baca orang lain aku nebak nebak respon orang lai;['seseorang', 'nebak', 'nebak', 'respon', 'orang', 'lain', 'dan', 'tepat', 'wah', 'aku', 'bisa', 'baca', 'orang', 'lain', 'aku', 'nebak', 'nebak', 'respon', 'orang', 'lai'];<FreqDist with 12 samples and 20 outcomes>;['nebak', 'nebak', 'respon', 'orang', 'baca', 'orang', 'nebak', 'nebak', 'respon', 'orang', 'lai'];['nebak', 'nebak', 'respon', 'orang', 'baca', 'orang', 'nebak', 'nebak', 'respon', 'orang', 'lai']
 yuk sambil ngopi boleh lah;['yuk', 'sambil', 'ngopi', 'boleh', 'lah'];<FreqDist with 5 samples and 5 outcomes>;['yuk', 'ngopi'];['yuk', 'ngopi']
menjaga nama baik tu ga ngasi tau tetangga kalo pasanganmu tidurnya kayang ngambil baju dari tengah tumpukan langs;['menjaga', 'nama', 'baik', 'tu', 'ga', 'ngasi', 'tau', 'tetangga', 'kalo', 'pasanganmu', 'tidurnya', 'kayang', 'ngambil', 'baju', 'dari', 'tengah', 'tumpukan', 'langs'];<FreqDist with 18 samples and 18 outcomes>;['menjaga', 'nama', 'tu', 'ngasi', 'tetangga', 'pasanganmu', 'tidurnya', 'kayang', 'ngambil', 'baju', 'tumpukan', 'langs'];['jaga', 'nama', 'tu', 'ngasi', 'tetangga', 'pasang', 'tidur', 'kayang', 'ngambil', 'baju', 'tumpu', 'langs']
ada anggota keluarga melakukan kekerasan lalu perilaku tersebut disembunyikan dari orang lain menjaga nama baik ke;['ada', 'anggota', 'keluarga', 'melakukan', 'kekerasan', 'lalu', 'perilaku', 'tersebut', 'disembunyikan', 'dari', 'orang', 'lain', 'menjaga', 'nama', 'baik', 'ke'];<FreqDist with 16 samples and 16 outcomes>;['anggota', 'keluarga', 'kekerasan', 'perilaku', 'disembunyikan', 'orang', 'menjaga', 'nama'];['anggota', 'keluarga', 'keras', 'perilaku', 'sembunyi', 'orang', 'jaga', 'nama']
cara terbaik menjaga nama baik adalah dengan berkelakuan baik bukan dengan meminta orang lain menyembunyikan kelakuan yang ga baik;['cara', 'terbaik', 'menjaga', 'nama', 'baik', 'adalah', 'dengan', 'berkelakuan', 'baik', 'bukan', 'dengan', 'meminta', 'orang', 'lain', 'menyembunyikan', 'kelakuan', 'yang', 'ga', 'baik'];<FreqDist with 16 samples and 19 outcomes>;['terbaik', 'menjaga', 'nama', 'berkelakuan', 'orang', 'menyembunyikan', 'kelakuan'];['baik', 'jaga', 'nama', 'laku', 'orang', 'sembunyi', 'laku']
rt dosen saya dulu pernah bilang masalah di hidup orang itu terbentuknya tahunan masa dengan  konseling bisa selesai;['rt', 'dosen', 'saya', 'dulu', 'pernah', 'bilang', 'masalah', 'di', 'hidup', 'orang', 'itu', 'terbentuknya', 'tahunan', 'masa', 'dengan', 'konseling', 'bisa', 'selesai'];<FreqDist with 18 samples and 18 outcomes>;['dosen', 'hidup', 'orang', 'terbentuknya', 'tahunan', 'konseling', 'selesai'];['dosen', 'hidup', 'orang', 'bentuk', 'tahun', 'konseling', 'selesai']
ini mitos ya temen temen dalam memberikan pengobatan dokter mempertimbangkan keamanan dalam obat dikembangkan ;['ini', 'mitos', 'ya', 'temen', 'temen', 'dalam', 'memberikan', 'pengobatan', 'dokter', 'mempertimbangkan', 'keamanan', 'dalam', 'obat', 'dikembangkan'];<FreqDist with 12 samples and 14 outcomes>;['mitos', 'temen', 'temen', 'pengobatan', 'dokter', 'mempertimbangkan', 'keamanan', 'obat', 'dikembangkan'];['mitos', 'temen', 'temen', 'obat', 'dokter', 'timbang', 'aman', 'obat', 'kembang']
yes it is okay tidak perlu terburu buru;['yes', 'it', 'is', 'okay', 'tidak', 'perlu', 'terburu', 'buru'];<FreqDist with 8 samples and 8 outcomes>;['yes', 'it', 'is', 'okay', 'terburu', 'buru'];['yes', 'it', 'is', 'okay', 'buru', 'buru']
