;Tweets;Label;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
27;8.7 triliun subsidi mobil atau motor listrik apa ga mending buat operasional bus2 ini ya? https://t.co/MSLam8Hu1Q;0;number triliun subsidi mobil atau motor listrik apa ga mending buat operasional bus2 ini ya comslam8hu1q;['number', 'triliun', 'subsidi', 'mobil', 'atau', 'motor', 'listrik', 'apa', 'ga', 'mending', 'buat', 'operasional', 'bus2', 'ini', 'ya', 'comslam8hu1q'];['number', 'triliun', 'subsidi', 'mobil', 'atau', 'motor', 'listrik', 'apa', 'tidak', 'baiknya', 'buat', 'operasional', 'bus2', 'ini', 'ya', 'comslam8hu1q'];['number', 'triliun', 'subsidi', 'mobil', 'motor', 'listrik', 'baiknya', 'operasional', 'bus2', 'ya', 'comslam8hu1q'];number triliun subsidi mobil motor listrik baiknya operasional bus2 ya comslam8hu1q;number triliun subsidi mobil motor listrik baik operasional bus2 ya comslam8hu1q
28;"RT @HMMurah3: Pegawai Pajak Makmur Dpt Bonus Tahunan Hasil Pajak
+ 58% Rp 1600.Triliun Tapi
Rakyat Pembayar Pajak Kontet
Kurang Gizi APBN Dâ¦";0;rt user pegawai pajak makmur dpt bonus tahunan hasil pajak percent rp number triliun tapi rakyat pembayar pajak kontet kurang gizi allcaps apbn allcaps;['rt', 'user', 'pegawai', 'pajak', 'makmur', 'dpt', 'bonus', 'tahunan', 'hasil', 'pajak', 'percent', 'rp', 'number', 'triliun', 'tapi', 'rakyat', 'pembayar', 'pajak', 'kontet', 'kurang', 'gizi', 'allcaps', 'apbn', 'allcaps'];['rt', 'user', 'pegawai', 'pajak', 'makmur', 'dapat ', 'bonus', 'tahunan', 'hasil', 'pajak', 'percent', 'rupiah', 'number', 'triliun', 'tapi', 'rakyat', 'pembayar', 'pajak', 'kontet', 'kurang', 'gizi', 'allcaps', 'apbn', 'allcaps'];['rt', 'user', 'pegawai', 'pajak', 'makmur', 'dapat ', 'bonus', 'tahunan', 'hasil', 'pajak', 'percent', 'rupiah', 'number', 'triliun', 'rakyat', 'pembayar', 'pajak', 'kontet', 'gizi', 'allcaps', 'apbn', 'allcaps'];rt user pegawai pajak makmur dapat  bonus tahunan hasil pajak percent rupiah number triliun rakyat pembayar pajak kontet gizi allcaps apbn allcaps;rt user pegawai pajak makmur dapat bonus tahun hasil pajak percent rupiah number triliun rakyat bayar pajak kontet gizi allcaps apbn allcaps
29;RT @detikcom: Pemerintah memastikan subsidi buat mobil listrik dan motor listrik, pemerintah juga memberi sinyal akan memberi insentif seruâ¦;1;rt user pemerintah memastikan subsidi buat mobil listrik dan motor listrik pemerintah juga memberi sinyal akan memberi insentif seru;['rt', 'user', 'pemerintah', 'memastikan', 'subsidi', 'buat', 'mobil', 'listrik', 'dan', 'motor', 'listrik', 'pemerintah', 'juga', 'memberi', 'sinyal', 'akan', 'memberi', 'insentif', 'seru'];['rt', 'user', 'pemerintah', 'memastikan', 'subsidi', 'buat', 'mobil', 'listrik', 'dan', 'motor', 'listrik', 'pemerintah', 'juga', 'memberi', 'sinyal', 'akan', 'memberi', 'insentif', 'seru'];['rt', 'user', 'pemerintah', 'subsidi', 'mobil', 'listrik', 'motor', 'listrik', 'pemerintah', 'sinyal', 'insentif', 'seru'];rt user pemerintah subsidi mobil listrik motor listrik pemerintah sinyal insentif seru;rt user perintah subsidi mobil listrik motor listrik perintah sinyal insentif seru
30;"Pegawai Pajak Makmur Dpt Bonus Tahunan Hasil Pajak
+ 58% Rp 1600.Triliun Tapi
Rakyat Pembayar Pajak Kontet
Kurang Gâ¦ https://t.co/RWTHEMe2zn";0;pegawai pajak makmur dpt bonus tahunan hasil pajak percent rp number triliun tapi rakyat pembayar pajak kontet kurang corwtheme2zn;['pegawai', 'pajak', 'makmur', 'dpt', 'bonus', 'tahunan', 'hasil', 'pajak', 'percent', 'rp', 'number', 'triliun', 'tapi', 'rakyat', 'pembayar', 'pajak', 'kontet', 'kurang', 'corwtheme2zn'];['pegawai', 'pajak', 'makmur', 'dapat ', 'bonus', 'tahunan', 'hasil', 'pajak', 'percent', 'rupiah', 'number', 'triliun', 'tapi', 'rakyat', 'pembayar', 'pajak', 'kontet', 'kurang', 'corwtheme2zn'];['pegawai', 'pajak', 'makmur', 'dapat ', 'bonus', 'tahunan', 'hasil', 'pajak', 'percent', 'rupiah', 'number', 'triliun', 'rakyat', 'pembayar', 'pajak', 'kontet', 'corwtheme2zn'];pegawai pajak makmur dapat  bonus tahunan hasil pajak percent rupiah number triliun rakyat pembayar pajak kontet corwtheme2zn;pegawai pajak makmur dapat bonus tahun hasil pajak percent rupiah number triliun rakyat bayar pajak kontet corwtheme2zn
31;Pengamat usul prioritas subsidi motor listrik di wilayah tertinggal. #kumparanOTO https://t.co/uPAZPl8AFk;0;pengamat usul prioritas subsidi motor listrik di wilayah tertinggal hashtag kumparan oto hashtag coupazpl8afk;['pengamat', 'usul', 'prioritas', 'subsidi', 'motor', 'listrik', 'di', 'wilayah', 'tertinggal', 'hashtag', 'kumparan', 'oto', 'hashtag', 'coupazpl8afk'];['pengamat', 'usul', 'prioritas', 'subsidi', 'motor', 'listrik', 'di', 'wilayah', 'tertinggal', 'hashtag', 'kumparan', 'oto', 'hashtag', 'coupazpl8afk'];['pengamat', 'usul', 'prioritas', 'subsidi', 'motor', 'listrik', 'wilayah', 'tertinggal', 'hashtag', 'kumparan', 'oto', 'hashtag', 'coupazpl8afk'];pengamat usul prioritas subsidi motor listrik wilayah tertinggal hashtag kumparan oto hashtag coupazpl8afk;amat usul prioritas subsidi motor listrik wilayah tinggal hashtag kumpar oto hashtag coupazpl8afk
32;"RT @YLKI_ID: Pembelian mobil listrik akan disubsidi 80jt, sdgkan motor listrik 8jt. Apakah ini kebijakan tepat? 
Bukankah subsidi tepat sasâ¦";0;rt user pembelian mobil listrik akan disubsidi 8 0 jt sdgkan motor listrik 8 jt apakah ini kebijakan tepat bukankah subsidi tepat sas;['rt', 'user', 'pembelian', 'mobil', 'listrik', 'akan', 'disubsidi', '8', '0', 'jt', 'sdgkan', 'motor', 'listrik', '8', 'jt', 'apakah', 'ini', 'kebijakan', 'tepat', 'bukankah', 'subsidi', 'tepat', 'sas'];['rt', 'user', 'pembelian', 'mobil', 'listrik', 'akan', 'disubsidi', '8', '0', 'jt', 'sedangkan', 'motor', 'listrik', '8', 'jt', 'apakah', 'ini', 'kebijakan', 'tepat', 'bukankah', 'subsidi', 'tepat', 'sas'];['rt', 'user', 'pembelian', 'mobil', 'listrik', 'disubsidi', '8', '0', 'jt', 'motor', 'listrik', '8', 'jt', 'kebijakan', 'subsidi', 'sas'];rt user pembelian mobil listrik disubsidi 8 0 jt motor listrik 8 jt kebijakan subsidi sas;rt user beli mobil listrik subsidi 8 0 jt motor listrik 8 jt bijak subsidi sas
33;RT @muslimahnewscom: Sejatinya, subsidi mobil dan motor listrik hanyalah kebijakan âlatahâ yang makin memperparah APBN. Para pengamat transâ¦;0;rt user sejatinya subsidi mobil dan motor listrik hanyalah kebijakan latah yang makin memperparah allcaps apbn allcaps para pengamat trans;['rt', 'user', 'sejatinya', 'subsidi', 'mobil', 'dan', 'motor', 'listrik', 'hanyalah', 'kebijakan', 'latah', 'yang', 'makin', 'memperparah', 'allcaps', 'apbn', 'allcaps', 'para', 'pengamat', 'trans'];['rt', 'user', 'sejatinya', 'subsidi', 'mobil', 'dan', 'motor', 'listrik', 'hanyalah', 'kebijakan', 'latah', 'yang', 'makin', 'memperparah', 'allcaps', 'apbn', 'allcaps', 'para', 'pengamat', 'trans'];['rt', 'user', 'sejatinya', 'subsidi', 'mobil', 'motor', 'listrik', 'kebijakan', 'latah', 'memperparah', 'allcaps', 'apbn', 'allcaps', 'pengamat', 'trans'];rt user sejatinya subsidi mobil motor listrik kebijakan latah memperparah allcaps apbn allcaps pengamat trans;rt user sejati subsidi mobil motor listrik bijak latah parah allcaps apbn allcaps amat trans
34;Bakal Ada Subsidi Motor Listrik, Grup M Cash (MCAS) Semringah https://t.co/FsiAOs6NLW;1;bakal ada subsidi motor listrik grup cash allcaps mcas allcaps semringah cofsiaos6nlw;['bakal', 'ada', 'subsidi', 'motor', 'listrik', 'grup', 'cash', 'allcaps', 'mcas', 'allcaps', 'semringah', 'cofsiaos6nlw'];['bakal', 'ada', 'subsidi', 'motor', 'listrik', 'grup', 'cash', 'allcaps', 'mcas', 'allcaps', 'semringah', 'cofsiaos6nlw'];['subsidi', 'motor', 'listrik', 'grup', 'cash', 'allcaps', 'mcas', 'allcaps', 'semringah', 'cofsiaos6nlw'];subsidi motor listrik grup cash allcaps mcas allcaps semringah cofsiaos6nlw;subsidi motor listrik grup cash allcaps mcas allcaps semringah cofsiaos6nlw
35;RT @kumparan: Nilai insentif yang diberikan untuk mobil listrik Rp 80 juta dan motor listrik Rp 8 juta. Besaran subsidi masih dibahas pemerâ¦;1;rt user nilai insentif yang diberikan untuk mobil listrik rp number juta dan motor listrik rp number juta besaran subsidi masih dibahas pemer;['rt', 'user', 'nilai', 'insentif', 'yang', 'diberikan', 'untuk', 'mobil', 'listrik', 'rp', 'number', 'juta', 'dan', 'motor', 'listrik', 'rp', 'number', 'juta', 'besaran', 'subsidi', 'masih', 'dibahas', 'pemer'];['rt', 'user', 'nilai', 'insentif', 'yang', 'diberikan', 'untuk', 'mobil', 'listrik', 'rupiah', 'number', 'juta', 'dan', 'motor', 'listrik', 'rupiah', 'number', 'juta', 'besaran', 'subsidi', 'masih', 'dibahas', 'pemer'];['rt', 'user', 'nilai', 'insentif', 'mobil', 'listrik', 'rupiah', 'number', 'juta', 'motor', 'listrik', 'rupiah', 'number', 'juta', 'besaran', 'subsidi', 'dibahas', 'pemer'];rt user nilai insentif mobil listrik rupiah number juta motor listrik rupiah number juta besaran subsidi dibahas pemer;rt user nilai insentif mobil listrik rupiah number juta motor listrik rupiah number juta besar subsidi bahas per
36;@Mdy_Asmara1701 Kasihan petani kita saat ini. Mobil dan motor listrik Malah bakal di subsidi. Mestinya Pupuk di subsidi lbh besar lagi.;1;user kasihan petani kita saat ini mobil dan motor listrik malah bakal di subsidi mestinya pupuk di subsidi lbh besar lagi;['user', 'kasihan', 'petani', 'kita', 'saat', 'ini', 'mobil', 'dan', 'motor', 'listrik', 'malah', 'bakal', 'di', 'subsidi', 'mestinya', 'pupuk', 'di', 'subsidi', 'lbh', 'besar', 'lagi'];['user', 'kasihan', 'petani', 'kita', 'saat', 'ini', 'mobil', 'dan', 'motor', 'listrik', 'malah', 'bakal', 'di', 'subsidi', 'mestinya', 'pupuk', 'di', 'subsidi', 'lebih', 'besar', 'lagi'];['user', 'kasihan', 'petani', 'mobil', 'motor', 'listrik', 'subsidi', 'mestinya', 'pupuk', 'subsidi'];user kasihan petani mobil motor listrik subsidi mestinya pupuk subsidi;user kasihan tani mobil motor listrik subsidi mesti pupuk subsidi
37;"Tanggapan Toyota Tentang Subsidi Mobil Ramah Lingkungan Dari Pemerintah
Rencana pemerintah memberikan subsidi hinggâ¦ https://t.co/EowHShfFNd";1;tanggapan toyota tentang subsidi mobil ramah lingkungan dari pemerintah rencana pemerintah memberikan subsidi hingg coeowhshffnd;['tanggapan', 'toyota', 'tentang', 'subsidi', 'mobil', 'ramah', 'lingkungan', 'dari', 'pemerintah', 'rencana', 'pemerintah', 'memberikan', 'subsidi', 'hingg', 'coeowhshffnd'];['tanggapan', 'toyota', 'tentang', 'subsidi', 'mobil', 'ramah', 'lingkungan', 'dari', 'pemerintah', 'rencana', 'pemerintah', 'memberikan', 'subsidi', 'hingg', 'coeowhshffnd'];['tanggapan', 'toyota', 'subsidi', 'mobil', 'ramah', 'lingkungan', 'pemerintah', 'rencana', 'pemerintah', 'subsidi', 'hingg', 'coeowhshffnd'];tanggapan toyota subsidi mobil ramah lingkungan pemerintah rencana pemerintah subsidi hingg coeowhshffnd;tanggap toyota subsidi mobil ramah lingkung perintah rencana perintah subsidi hingg coeowhshffnd
38;Harga Turun Rp 8 Juta karena Insentif, Ini Tanggapan Produsen Motor Listrik ALVA: ALVA menyambut baik niatan pemeriâ¦ https://t.co/SZPiCLCTWu;1;harga turun rp number juta karena insentif ini tanggapan produsen motor listrik allcaps alva allcaps allcaps alva allcaps menyambut baik niatan pemeri coszpiclctwu;['harga', 'turun', 'rp', 'number', 'juta', 'karena', 'insentif', 'ini', 'tanggapan', 'produsen', 'motor', 'listrik', 'allcaps', 'alva', 'allcaps', 'allcaps', 'alva', 'allcaps', 'menyambut', 'baik', 'niatan', 'pemeri', 'coszpiclctwu'];['harga', 'turun', 'rupiah', 'number', 'juta', 'karena', 'insentif', 'ini', 'tanggapan', 'produsen', 'motor', 'listrik', 'allcaps', 'alva', 'allcaps', 'allcaps', 'alva', 'allcaps', 'menyambut', 'baik', 'niatan', 'pemeri', 'coszpiclctwu'];['harga', 'turun', 'rupiah', 'number', 'juta', 'insentif', 'tanggapan', 'produsen', 'motor', 'listrik', 'allcaps', 'alva', 'allcaps', 'allcaps', 'alva', 'allcaps', 'menyambut', 'niatan', 'pemeri', 'coszpiclctwu'];harga turun rupiah number juta insentif tanggapan produsen motor listrik allcaps alva allcaps allcaps alva allcaps menyambut niatan pemeri coszpiclctwu;harga turun rupiah number juta insentif tanggap produsen motor listrik allcaps alva allcaps allcaps alva allcaps sambut niat meri coszpiclctwu
39;RT @om_mbesus: daripada subsidi motor listrik, sy lebih apresiasi pemerintah dukung dg subsidi rumahtangga yang mau pasang PLTS mandiri. htâ¦;0;rt user daripada subsidi motor listrik sy lebih apresiasi pemerintah dukung dg subsidi rumahtangga yang mau pasang allcaps plts allcaps mandiri ht;['rt', 'user', 'daripada', 'subsidi', 'motor', 'listrik', 'sy', 'lebih', 'apresiasi', 'pemerintah', 'dukung', 'dg', 'subsidi', 'rumahtangga', 'yang', 'mau', 'pasang', 'allcaps', 'plts', 'allcaps', 'mandiri', 'ht'];['rt', 'user', 'daripada', 'subsidi', 'motor', 'listrik', 'saya', 'lebih', 'apresiasi', 'pemerintah', 'dukung', 'dengan', 'subsidi', 'rumahtangga', 'yang', 'mau', 'pasang', 'allcaps', 'plts', 'allcaps', 'mandiri', 'ht'];['rt', 'user', 'subsidi', 'motor', 'listrik', 'apresiasi', 'pemerintah', 'dukung', 'subsidi', 'rumahtangga', 'pasang', 'allcaps', 'plts', 'allcaps', 'mandiri', 'ht'];rt user subsidi motor listrik apresiasi pemerintah dukung subsidi rumahtangga pasang allcaps plts allcaps mandiri ht;rt user subsidi motor listrik apresiasi perintah dukung subsidi rumahtangga pasang allcaps plts allcaps mandiri ht
40;"RT @mouldie_sep: Subsidi motor listrik bisa berakibat melimpahnya stok motor combustion bekas. 

Motor listrik bekas harganya juga akan sanâ¦";0;rt user subsidi motor listrik bisa berakibat melimpahnya stok motor combustion bekas motor listrik bekas harganya juga akan san;['rt', 'user', 'subsidi', 'motor', 'listrik', 'bisa', 'berakibat', 'melimpahnya', 'stok', 'motor', 'combustion', 'bekas', 'motor', 'listrik', 'bekas', 'harganya', 'juga', 'akan', 'san'];['rt', 'user', 'subsidi', 'motor', 'listrik', 'bisa', 'berakibat', 'melimpahnya', 'stok', 'motor', 'combustion', 'bekas', 'motor', 'listrik', 'bekas', 'harganya', 'juga', 'akan', 'san'];['rt', 'user', 'subsidi', 'motor', 'listrik', 'berakibat', 'melimpahnya', 'stok', 'motor', 'combustion', 'bekas', 'motor', 'listrik', 'bekas', 'harganya', 'san'];rt user subsidi motor listrik berakibat melimpahnya stok motor combustion bekas motor listrik bekas harganya san;rt user subsidi motor listrik akibat limpah stok motor combustion bekas motor listrik bekas harga san
41;@CNNIndonesia gmn nga puyeng mo ngasih subsidi mobil/motor listrik ikn jln trus sementra hutang plus bunga hrs dibaâ¦ https://t.co/KxryZl508l;0;user gmn nga puyeng mo ngasih subsidi mobil motor listrik ikn jln trus sementra hutang plus bunga hrs diba cokxryzl508l;['user', 'gmn', 'nga', 'puyeng', 'mo', 'ngasih', 'subsidi', 'mobil', 'motor', 'listrik', 'ikn', 'jln', 'trus', 'sementra', 'hutang', 'plus', 'bunga', 'hrs', 'diba', 'cokxryzl508l'];['user', 'bagaimana', 'nga', 'pusing', 'mo', 'memberi', 'subsidi', 'mobil', 'motor', 'listrik', 'ikn', 'jln', 'terus', 'sementra', 'hutang', 'ditambah', 'bunga', 'harus', 'diba', 'cokxryzl508l'];['user', 'nga', 'pusing', 'mo', 'subsidi', 'mobil', 'motor', 'listrik', 'ikn', 'jln', 'sementra', 'hutang', 'ditambah', 'bunga', 'diba', 'cokxryzl508l'];user nga pusing mo subsidi mobil motor listrik ikn jln sementra hutang ditambah bunga diba cokxryzl508l;user nga pusing mo subsidi mobil motor listrik ikn jln tra hutang tambah bunga diba cokxryzl508l
42;"Subsidi mobil listrik bentuk ketidak adilan thd rakyat kecil

 https://t.co/aWKXDyNT4N";0;subsidi mobil listrik bentuk ketidak adilan thd rakyat kecil coawkxdynt4n;['subsidi', 'mobil', 'listrik', 'bentuk', 'ketidak', 'adilan', 'thd', 'rakyat', 'kecil', 'coawkxdynt4n'];['subsidi', 'mobil', 'listrik', 'bentuk', 'ketidak', 'adilan', 'terhadap', 'rakyat', 'kecil', 'coawkxdynt4n'];['subsidi', 'mobil', 'listrik', 'bentuk', 'ketidak', 'adilan', 'rakyat', 'coawkxdynt4n'];subsidi mobil listrik bentuk ketidak adilan rakyat coawkxdynt4n;subsidi mobil listrik bentuk tidak adil rakyat coawkxdynt4n
43;"RT @RkyBanten: Subsidi Motor dan Mobil Listrik, Demokrat: Dimana Keadilan Sosial Bagi Seluruh Rakyat Indonesia?

https://t.co/kZzXfxrLdx

#â¦";0;rt user subsidi motor dan mobil listrik demokrat dimana keadilan sosial bagi seluruh rakyat indonesia cokzzxfxrldx hashtag hashtag;['rt', 'user', 'subsidi', 'motor', 'dan', 'mobil', 'listrik', 'demokrat', 'dimana', 'keadilan', 'sosial', 'bagi', 'seluruh', 'rakyat', 'indonesia', 'cokzzxfxrldx', 'hashtag', 'hashtag'];['rt', 'user', 'subsidi', 'motor', 'dan', 'mobil', 'listrik', 'demokrat', 'dimana', 'keadilan', 'sosial', 'bagi', 'seluruh', 'rakyat', 'indonesia', 'cokzzxfxrldx', 'hashtag', 'hashtag'];['rt', 'user', 'subsidi', 'motor', 'mobil', 'listrik', 'demokrat', 'dimana', 'keadilan', 'sosial', 'rakyat', 'indonesia', 'cokzzxfxrldx', 'hashtag', 'hashtag'];rt user subsidi motor mobil listrik demokrat dimana keadilan sosial rakyat indonesia cokzzxfxrldx hashtag hashtag;rt user subsidi motor mobil listrik demokrat mana adil sosial rakyat indonesia cokzzxfxrldx hashtag hashtag
44;drpd mobil/motor listrik yg disubsidi, lbh baik tmbh transportasi umum listrik sm subsidi tarifnya lah paul, ngasihâ¦ https://t.co/mDurRhf5yO;0;drpd mobil motor listrik yg disubsidi lbh baik tmbh transportasi umum listrik sm subsidi tarifnya lah paul ngasih comdurrhf5yo;['drpd', 'mobil', 'motor', 'listrik', 'yg', 'disubsidi', 'lbh', 'baik', 'tmbh', 'transportasi', 'umum', 'listrik', 'sm', 'subsidi', 'tarifnya', 'lah', 'paul', 'ngasih', 'comdurrhf5yo'];['daripada', 'mobil', 'motor', 'listrik', 'yang', 'disubsidi', 'lebih', 'baik', 'tmbh', 'transportasi', 'umum', 'listrik', 'sama', 'subsidi', 'tarifnya', 'lah', 'paul', 'memberi', 'comdurrhf5yo'];['mobil', 'motor', 'listrik', 'disubsidi', 'tmbh', 'transportasi', 'listrik', 'subsidi', 'tarifnya', 'paul', 'comdurrhf5yo'];mobil motor listrik disubsidi tmbh transportasi listrik subsidi tarifnya paul comdurrhf5yo;mobil motor listrik subsidi tmbh transportasi listrik subsidi tarif paul comdurrhf5yo
45;"RT @PKSejahtera: Subsidi Mobil Listrik Lukai Rasa Keadilan Masyarakat

âPengguna motor dan mobil listrik itu kan relatif masyarakat kelas mâ¦";0;rt user subsidi mobil listrik lukai rasa keadilan masyarakat pengguna motor dan mobil listrik itu kan relatif masyarakat kelas;['rt', 'user', 'subsidi', 'mobil', 'listrik', 'lukai', 'rasa', 'keadilan', 'masyarakat', 'pengguna', 'motor', 'dan', 'mobil', 'listrik', 'itu', 'kan', 'relatif', 'masyarakat', 'kelas'];['rt', 'user', 'subsidi', 'mobil', 'listrik', 'lukai', 'rasa', 'keadilan', 'masyarakat', 'pengguna', 'motor', 'dan', 'mobil', 'listrik', 'itu', 'kan', 'relatif', 'masyarakat', 'kelas'];['rt', 'user', 'subsidi', 'mobil', 'listrik', 'lukai', 'keadilan', 'masyarakat', 'pengguna', 'motor', 'mobil', 'listrik', 'relatif', 'masyarakat', 'kelas'];rt user subsidi mobil listrik lukai keadilan masyarakat pengguna motor mobil listrik relatif masyarakat kelas;rt user subsidi mobil listrik luka adil masyarakat guna motor mobil listrik relatif masyarakat kelas
46;Komisi VII Nilai Keadilan Masyarakat Terlukai Gegara Subsidi Motor Listrik https://t.co/RoMjyb8Vhu https://t.co/92XC7DbJjf;0;komisi allcaps vii allcaps nilai keadilan masyarakat terlukai gegara subsidi motor listrik coromjyb8vhu co92xc7dbjjf;['komisi', 'allcaps', 'vii', 'allcaps', 'nilai', 'keadilan', 'masyarakat', 'terlukai', 'gegara', 'subsidi', 'motor', 'listrik', 'coromjyb8vhu', 'co92xc7dbjjf'];['komisi', 'allcaps', 'vii', 'allcaps', 'nilai', 'keadilan', 'masyarakat', 'terlukai', 'gegara', 'subsidi', 'motor', 'listrik', 'coromjyb8vhu', 'co92xc7dbjjf'];['komisi', 'allcaps', 'vii', 'allcaps', 'nilai', 'keadilan', 'masyarakat', 'terlukai', 'gegara', 'subsidi', 'motor', 'listrik', 'coromjyb8vhu', 'co92xc7dbjjf'];komisi allcaps vii allcaps nilai keadilan masyarakat terlukai gegara subsidi motor listrik coromjyb8vhu co92xc7dbjjf;komisi allcaps vii allcaps nilai adil masyarakat luka gegara subsidi motor listrik coromjyb8vhu co92xc7dbjjf
47;@susipudjiastuti Sebenarnya klo pmerintah mau fokus swasembada pangan,beras tdk akan mahal maupun import.dgn mensubâ¦ https://t.co/2v5FQoLm0Z;0;user sebenarnya klo pmerintah mau fokus swasembada pangan beras tdk akan mahal maupun import dgn mensub co2v5fqolm0z;['user', 'sebenarnya', 'klo', 'pmerintah', 'mau', 'fokus', 'swasembada', 'pangan', 'beras', 'tdk', 'akan', 'mahal', 'maupun', 'import', 'dgn', 'mensub', 'co2v5fqolm0z'];['user', 'sebenarnya', 'kalau', 'pmerintah', 'mau', 'fokus', 'swasembada', 'pangan', 'beras', 'tidak', 'akan', 'mahal', 'maupun', 'import', 'dengan', 'mensub', 'co2v5fqolm0z'];['user', 'pmerintah', 'fokus', 'swasembada', 'pangan', 'beras', 'mahal', 'import', 'mensub', 'co2v5fqolm0z'];user pmerintah fokus swasembada pangan beras mahal import mensub co2v5fqolm0z;user pmerintah fokus swasembada pangan beras mahal import sub co2v5fqolm0z
48;Ketua Apindo, Johnny Darmawan menilai sudah seharusnya pemrintah ngasih subsidi kepda masyrakat yang bkl membeli keâ¦ https://t.co/diXJBR6QbZ;1;ketua apindo johnny darmawan menilai sudah seharusnya pemrintah ngasih subsidi kepda masyrakat yang bkl membeli ke codixjbr6qbz;['ketua', 'apindo', 'johnny', 'darmawan', 'menilai', 'sudah', 'seharusnya', 'pemrintah', 'ngasih', 'subsidi', 'kepda', 'masyrakat', 'yang', 'bkl', 'membeli', 'ke', 'codixjbr6qbz'];['ketua', 'apindo', 'johnny', 'darmawan', 'menilai', 'sudah', 'seharusnya', 'pemrintah', 'memberi', 'subsidi', 'kepda', 'masyrakat', 'yang', 'bkl', 'membeli', 'ke', 'codixjbr6qbz'];['ketua', 'apindo', 'johnny', 'darmawan', 'menilai', 'pemrintah', 'subsidi', 'kepda', 'masyrakat', 'bkl', 'membeli', 'codixjbr6qbz'];ketua apindo johnny darmawan menilai pemrintah subsidi kepda masyrakat bkl membeli codixjbr6qbz;ketua apindo johnny darmawan nilai pemrintah subsidi kepda masyrakat bkl beli codixjbr6qbz
49;"Jokowi janji sampaikan keputusan final subsidi kendaraan listrik.

#mobil #motor #listrik #otonews #presiden

https://t.co/nkgvXFw99j";1;jokowi janji sampaikan keputusan final subsidi kendaraan listrik hashtag mobil hashtag hashtag motor hashtag hashtag listrik hashtag hashtag to news hashtag hashtag presiden hashtag conkgvxfw99j;['jokowi', 'janji', 'sampaikan', 'keputusan', 'final', 'subsidi', 'kendaraan', 'listrik', 'hashtag', 'mobil', 'hashtag', 'hashtag', 'motor', 'hashtag', 'hashtag', 'listrik', 'hashtag', 'hashtag', 'to', 'news', 'hashtag', 'hashtag', 'presiden', 'hashtag', 'conkgvxfw99j'];['jokowi', 'janji', 'sampaikan', 'keputusan', 'final', 'subsidi', 'kendaraan', 'listrik', 'hashtag', 'mobil', 'hashtag', 'hashtag', 'motor', 'hashtag', 'hashtag', 'listrik', 'hashtag', 'hashtag', 'to', 'news', 'hashtag', 'hashtag', 'presiden', 'hashtag', 'conkgvxfw99j'];['jokowi', 'janji', 'keputusan', 'final', 'subsidi', 'kendaraan', 'listrik', 'hashtag', 'mobil', 'hashtag', 'hashtag', 'motor', 'hashtag', 'hashtag', 'listrik', 'hashtag', 'hashtag', 'to', 'news', 'hashtag', 'hashtag', 'presiden', 'hashtag', 'conkgvxfw99j'];jokowi janji keputusan final subsidi kendaraan listrik hashtag mobil hashtag hashtag motor hashtag hashtag listrik hashtag hashtag to news hashtag hashtag presiden hashtag conkgvxfw99j;jokowi janji putus final subsidi kendara listrik hashtag mobil hashtag hashtag motor hashtag hashtag listrik hashtag hashtag to news hashtag hashtag presiden hashtag conkgvxfw99j
50;RT @detikoto: Pemerintah berencana memberikan subsidi buat mobil listrik bagi pabrikan yang memiliki fasilitas manufaktur di Indonesia. Besâ¦;1;rt user pemerintah berencana memberikan subsidi buat mobil listrik bagi pabrikan yang memiliki fasilitas manufaktur di indonesia bes;['rt', 'user', 'pemerintah', 'berencana', 'memberikan', 'subsidi', 'buat', 'mobil', 'listrik', 'bagi', 'pabrikan', 'yang', 'memiliki', 'fasilitas', 'manufaktur', 'di', 'indonesia', 'bes'];['rt', 'user', 'pemerintah', 'berencana', 'memberikan', 'subsidi', 'buat', 'mobil', 'listrik', 'bagi', 'pabrikan', 'yang', 'memiliki', 'fasilitas', 'manufaktur', 'di', 'indonesia', 'bes'];['rt', 'user', 'pemerintah', 'berencana', 'subsidi', 'mobil', 'listrik', 'pabrikan', 'memiliki', 'fasilitas', 'manufaktur', 'indonesia', 'bes'];rt user pemerintah berencana subsidi mobil listrik pabrikan memiliki fasilitas manufaktur indonesia bes;rt user perintah rencana subsidi mobil listrik pabrikan milik fasilitas manufaktur indonesia bes
